ID,Brand,VehicleModel,ManufacturingYear,Type,rating,color,Duty,fuel,CylinderCount,type of gear,capacity,Odometer,#airbags,price
160,volkswagen,my model which is Passat is the best,2117,,1.0,Metallic,%,Gas,0,AUTO,1.8,27728,ONLY 8 AIRBAG,36110
12637,HYUNDAI,I have the fastest model ever.. yes you got it right it's Elantra,2011,SEDAN,0.0,Charcoal,645 pound,Gas,4.0 cyl,gear,1.8,194674 km,12 count,549
4476,bmw,my model which is 320 I is the best,3004,Sedan,5.0,,-,Gas,8.0 cyl,others,2.2,118000 KM,5 count,10036
544,BMW is the best,,2007,Jeep,1.0,Jet Black,-,Gas,8.0,auto,4.8,210000 km,8,24148
15269,toyota,my model which is Camry is the best,2014,SEDAN,3.0,Pearl White,777,Gas,4.0,auto,2.5,219150 km,12 count,12858
7225,skoda,OCTAVIA,1-1-2009,Hatchback,1.0,Pearl White,-,Gas,4.0 cyl,manual,2,305000 KM,4  ,7500
1547,NISSAN,I have the fastest model ever.. yes you got it right it's Tiida AXIS,2006,Hatchback2,,Jet Black,-,Gas,14.0,gear,1.5,TOTAL 139000 km,6,8467
14503,CHEVROLET,I have the fastest model ever.. yes you got it right it's Niva,2007,WOOW Jeep,2.0,Jet Black,-,Gas,4.0,manual,1.7,11000 km,6 bags,7840
7490,honda,I own Civic.,10years old,sedan,0.0,Pearl White,584$,Gas,4.0,others,1.8,TOTAL 80000 km,4,39559
1510,Lexus,CT 200H,2011,,1.0,Metallic,-9355,Electric Hybrid,4.0,others,1.8,TOTAL 224267 km,0,3293
12890,kia,PICANTO,2015,Sedan,0.0,,425,Gas,3.0 cyl,R,1,22831 km,4  ,17249
3692,HONDA,my model which is Civic is the best,,SEDAN,5.0,,-,Electric Hybrid,4.0 cyl,auto,1.3,2432000  kilo,4,13172
11616,mercedes-benz,,2012,sedan,4.0,Jet Black,-,,6.0 cyl,auto,3.0 Turbo,97500 km,16 bags,36000
8600,HYUNDAI,Elantra,8years old,Sedan0,3.0,,730$,Gas,4.0 cyl,auto,1.6,72507  kilometer,4,20071
1400,hyundai,Elantra,2118,SEDAN,2.0,Charcoal,(,Gas,4.0 cyl,R,2,17254 KM,ONLY 12 AIRBAG,282
9131,jeep,,2001,JEEP,,Jet Black,-,Natural Gas,6.0,auto,4,60000 km,4!,10000
7488,Volkswagen,,2018,Sedan4,6.0,Charcoal,1079 pound,Gas,4.0 cyl,R,2.0 Turbo,68800 KM,6?,36065
5334,kia,my model which is Picanto is the best,2017,,2.0,,-,Gas,4.0 cyl,others,1.2,94000 km,1,15524
17964,volkswagen,,1999[,WOOW Sedan,3.0,,-,Gas,4.0,gear,1.8,TOTAL 184000 km,6  ,7213
705,TOYOTA,I own Prius.,2013,hatchback,5.0,Sapphire Blue,-,Electric Hybrid,4.0 cyl,auto,1.8,134720  kilometer,6,20385
5142,bmw,my model which is 318 is the best,1995,,1.0,Jet Black,-,Gas,6.0,R,2,0  kilo,0,2509
6299,BMW,X5,2011,Sedan,6.0,Jet Black,1451,Gas,8.0,others,0,TOTAL 139363 km,-100,157
13108,toyota,CHR,6years old,,2.0,Jet Black,The car levy amounted is 1079 per vehicle.,Gas,4.0 cyl,auto,2,9280 KM,-92,42337
13902,mazda,I have the fastest model ever.. yes you got it right it's 616,2018,jeep,2.0,Charcoal,1327,Gas,4.0,others,2.5,21328  kilometer,12 count,6586
10533,SUZUKI,,2113,JEEP,3.0,Pearl White,640 pound,Gas,4.0,gear,2,250000 KM,8,11604
13426,I love TOYOTA,I have the fastest model ever.. yes you got it right it's Prius,2013,,5.0,Pearl White,585 pound,Electric Hybrid,4.0,others,1.8,105328 km,112,706
7835,hyundai,H1,2014,minivan,3.0,Charcoal,I had to pay a substantial $777 levy on my new car purchase.,Dies,4.0,AUTO,2.5,122614  kilo,4,32979
12851,,I have the fastest model ever.. yes you got it right it's Tucson,2005,Jeep2,0.0,,-,Dies,4.0,manual,2.0 Turbo,TOTAL 200000 km,0,10663
2512,hyundai,I have the fastest model ever.. yes you got it right it's Sonata,2015,sedan,6.0,Jet Black,441,Electric Hybrid,14.0,R,2.4,261928 KM,100,94
11012,Ford,I own Transit.,2105,WOOW Goods wagon,3.0,Pearl White,1673,Dies,14.0,manual,2.0 Turbo,170000  kilo,4,9252
7186,HYUNDAI,my model which is Tucson is the best,2014,WOOW Jeep,1.0,,639 pound,Dies,4.0,R,2,153935  kilo,-96,29586
12574,bmw,I have the fastest model ever.. yes you got it right it's X5,,jeep,2.0,Jet Black,-,Dies,6.0 cyl,AUTO,3.0 Turbo,TOTAL 220000 km,6  ,42337
6265,Lexus,I own GX 460.,2010,jeep,0.0,,1811$,Gas,8.0,auto,4.6,155821  kilometer,12  ,26030
17274,HONDA,my model which is FIT is the best,2011,hatchback,6.0,Pearl White,-,Electric Hybrid,4.0 cyl,,1.3,121000  kilo,4 bags,11917
4300,TOYOTA,Aqua,,hatchback,3.0,,502,Gas,4.0 cyl,auto,1.5,73938,4,27375
12941,hyundai,ELANTRA,3012,sedan,2.0,Charcoal,531 pound,Gas,4.0,AUTO,1.6,79911  kilometer,4  ,19707
10263,JEEP,COMPASS,14years old,Jeep,2.0,Emerald Green,986 pound,Gas,4.0,auto,2.4,81256  kilometer,ONLY 4 AIRBAG,27294
10939,mercedes-benz,I own Sprinter 316 CDI.,2013,microbus,,,^,Dies,4.0 cyl,,2.2 Turbo,TOTAL 220000 km,2,47042
2250,ford,Transit,2011,WOOW Goods wagon,1.0,,831 pound,Dies,4.0 cyl,manual,2.4,117277  kilo,1004,25716
3898,toyota,I have the fastest model ever.. yes you got it right it's Prius,2014,HATCHBACK,,Jet Black,308,Electric Hybrid,4.0 cyl,AUTO,1.8,59000 KM,9,20385
13995,HYUNDAI is the best,I own Elantra.,2011,SEDAN,5.0,,583,Gas,14.0,,1.6,175237  kilometer,4,16894
545,OPEL,my model which is Astra is the best,2004,UNIVERSAL,2.0,Pearl White,1357$,Gas,0,,1.6,171000 KM,ONLY 0 AIRBAG,6272
16852,HYUNDAI,Veracruz,2010!,jeep,4.0,,{,Dies,6.0,others,3.0 Turbo,45000,14,24462
5992,chevrolet,I have the fastest model ever.. yes you got it right it's Orlando,2012,jeep,1.0,Charcoal,642,Dies,4.0,others,0,152595 KM,4$,17449
12756,CHEVROLET,my model which is Volt is the best,2011,SEDAN,1.0,Jet Black,521,hyb,4.0 cyl,others,1.4,159200 km,6 bags,19444
833,LEXUS,my model which is GX 470 is the best,2008,jeep,4.0,,2455,Gas,18.0,R,4.7,280354 km,0,862
15510,hyundai,Tucson,3013,JEEP,6.0,,640$,,4.0 cyl,others,2,167157 km,"4,",27435
16761,KIA,Optima,1913,Sedan3,1.0,,?,Electric Hybrid,4.0 cyl,,2.4,110898 KM,12!,12544
1612,Bmw,I own 535.,,sedan,4.0,,915,Dies,0,AUTO,3,98368 KM,12 count,13485
14715,honda,I have the fastest model ever.. yes you got it right it's Cr-v,1999,JEEP,3.0,Jet Black,-,Natural Gas,4.0,R,2,TOTAL 275200 km,2  ,6115
14621,I love BMW,328,2010,WOOW Sedan,2.0,Jet Black,-,Gas,6.0 cyl,auto,3,190000 km,108,17249
5031,,I own Camry.,2013,sedan,3.0,Pearl White,I had to pay a substantial $779 levy on my new car purchase.,Electric Hybrid,4.0,auto,2.5,124912 km,1012,3763
3259,volkswagen,,,WOOW Sedan,,Sapphire Blue,781$,Gas,4.0,auto,2.5,160000 km,0,13485
13944,TOYOTA,,2012,sedan,5.0,Jet Black,781$,Gas,4.0,auto,2.5,150000 km,12,18503
8095,TOYOTA,PRIUS,2012,sedan,7.0,Charcoal,-,Electric Hybrid,4.0,auto,1.8,112000  kilometer,ONLY 6 AIRBAG,18189
6013,HYUNDAI is the best,I have the fastest model ever.. yes you got it right it's Sonata,1915,sedan,1.0,,We were surprised by the hefty $765 levy on imported cars.,other,4.0,others,2,650556,4 count,12544
14493,,,2003,jeep,2.0,Gold,-,Gas,16.0,,3.5,61000 km,ONLY 12 AIRBAG,10036
16904,MERCEDES-BENZ,I have the fastest model ever.. yes you got it right it's ML 350 ML350,2004,,1.0,Jet Black,-,other,6.0,others,0,238078 KM,12,15681
6006,HYUNDAI,I own Santa FE.,2013,Jeep,2.0,,640,Dies,4.0 cyl,others,2,139488  kilo,4 bags,39226
12111,mitsubishi,my model which is Pajero IO is the best,2002,JEEP,2.0,Pearl White,-,Gas,4.0,auto,2,TOTAL 215000 km,4,50
5853,Hyundai,my model which is Sonata is the best,2016+,SEDAN,7.0,Jet Black,1051,Gas,4.0,gear,0,72000 KM,12  ,20385
11819,HYUNDAI,Elantra GT,,HATCHBACK,4.0,,10765,Gas,6.0 cyl,others,2,65566,6 count,14426
13893,toyota,I own Prius.,2010,WOOW Hatchback,1.0,Pearl White,761 pound,Electric Hybrid,0,gear,1.8,258909  kilo,ONLY 12 AIRBAG,1803
13837,chevrolet,Volt,2017,hatchback,0.0,Jet Black,382$,Electric Hybrid,4.0,others,1.5,81440  kilo,0,784
12298,BMW,my model which is X5 is the best,2003,jeep,2.0,,-,Gas,6.0 cyl,auto,0,TOTAL 206000 km,-88,12544
17879,hyundai,Santa FE,,JEEP,3.0,Charcoal,707 pound,Dies,4.0,others,2,TOTAL 75991 km,4,13642
127,hyundai,H1,2011,minivan,2.0,Lemon Yellow,862,Dies,0,auto,2.5,124444  kilo,ONLY 4 AIRBAG,22894
8853,TOYOTA,I have the fastest model ever.. yes you got it right it's Prius,,sedan,2.0,Metallic,463,Electric Hybrid,4.0,,1.8,44114 km,12~,9408
14069,,Tucson,2012,jeep,0.0,Charcoal,-,Gas,4.0,,2.4,128000 km,8  ,25089
16988,lexus,I own CT 200h.,1912,hatchback,4.0,Chocolate,586,Electric Hybrid,4.0 cyl,auto,1.8,89000  kilo,-90,22894
12524,Honda,,2117,HATCHBACK,1.0,Jet Black,784$,Gas,4.0,AUTO,1.5,75000  kilo,4,33798
4085,nissan,Altima,2019,SEDAN,1.0,Charcoal,11325,,4.0,R,2.5,30296  kilo,ONLY 12 AIRBAG,21326
4463,ford,ESCAPE,2008,sedan,4.0,,We were surprised by the hefty $289 levy on imported cars.,Electric Hybrid,4.0,auto,0,209843  kilo,0,188
2626,Toyota,my model which is Tacoma is the best,2014,SEDAN,4.0,,1190 pound,Gas,0,,4,0 KM,12,6586
6707,nissan,Kicks SR,,jeep,0.0,Crimson,880,Gas,4.0,,1.6,9410  kilo,9,29950
8733,TOYOTA,my model which is Prius 1.5I is the best,2009,sedan,6.0,,The car levy amounted is 746 per vehicle.,Electric Hybrid,4.0 cyl,auto,1.5,127300 KM,12 bags,12231
3336,chevrolet,I own Cruze.,2013,SEDAN,6.0,Pearl White,The car levy amounted is 640 per vehicle.,Dies,4.0,auto,2,163855,4,18519
1818,hyundai,Tucson,2007,jeep,4.0,,-,Gas,6.0,others,2.7,199000 km,6,19757
7675,ford,Escape SE,,JEEP,,Sapphire Blue,765$,Gas,0,R,2.0 Turbo,106961  kilo,8,19287
5087,volkswagen,Sharan,,minivan,,,-,Dies,4.0,manual,1.9 Turbo,180000 km,2,4200
3428,SUBARU,OUTBACK,2003,jeep,4.0,,-,Gas,4.0,auto,2.5,270000 km,12&,9408
4109,I love HYUNDAI,Sonata,,sedan,0.0,,639$,other,4.0,R,2,268046 km,4 count,10036
14755,I love VOLKSWAGEN,my model which is Crafter is the best,"2009,",MICROBUS,4.0,Sand,We were surprised by the hefty $1185 levy on imported cars.,,15.0,manual,2.5 Turbo,335000,6,16621
11613,bmw,I have the fastest model ever.. yes you got it right it's 530,2004,sedan,0.0,,-,Gas,6.0,AUTO,0,280000 KM,8 bags,14740
2188,mercedes-benz,C 180,1-1-1998,universal,,,-,Natural Gas,4.0,manual,1.8,333000 KM,6/,7524
6822,LEXUS,ES 300,2014,,0.0,Jet Black,|,Electric Hybrid,4.0 cyl,auto,2.5,113002  kilo,1012,17876
13747,toyota,PRIUS,,HATCHBACK,5.0,Jet Black,353,,4.0,auto,1.8,96549 km,112,6272
12433,Ford,FIESTA,10years old,sedan,5.0,,528,Gas,4.0,manual,1.6 Turbo,152000  kilometer,6,25089
1821,Toyota,Prius,2013,hatchback,0.0,Pearl White,585,Electric Hybrid,4.0,auto,1.8,130000  kilometer,12,15367
7679,TOYOTA is the best,I have the fastest model ever.. yes you got it right it's Prius,,hatchback,0.0,Pearl White,-,Electric Hybrid,4.0,auto,1.5,160000  kilo,110,24148
4605,CHEVROLET,Equinox,1-1-2016,jeep,1.0,,-,Gas,4.0 cyl,AUTO,2.4,57600 km,12 count,32929
10038,ford,my model which is Transit is the best,2000,microbus,4.0,,-,Dies,14.0,R,2.4 Turbo,250000  kilo,1 count,13000
2219,Hyundai,H1,2016,Minivan0,1.0,Metallic,The car levy amounted is 1091 per vehicle.,Dies,4.0,auto,2.5,119098 km,4,36899
5645,mercedes-benz,,1-1-2010,,0.0,Metallic,We were surprised by the hefty $1917 levy on imported cars.,,4.0,others,1.7,96000  kilo,ONLY 2 AIRBAG,6000
15609,opel,my model which is Vectra is the best,1997,hatchback,3.0,Sapphire Blue,-,Gas,4.0,manual,1.8,13425 km,4&,4500
15086,ford,I own Fusion.,2014,sedan,4.0,Pearl White,333$,Electric Hybrid,0,R,2,TOTAL 124493 km,0~,314
12223,HYUNDAI,TUCSON,9years old,Jeep,1.0,Pearl White,`,Dies,4.0 cyl,R,0,32329 KM,4  ,23060
806,chevrolet,Cruze,2014(,Sedan,,,473$,Gas,4.0 cyl,others,1.4,TOTAL 88886 km,0,12544
7687,fiat,500 sport,2012,Coupe1,0.0,Crimson,-,Gas,4.0,MANUAL,1.4,81000  kilo,8  ,12541
10546,,INSIGHT,2010,WOOW Hatchback,3.0,Pearl White,574$,,4.0,gear,1.3,149000  kilo,8',9408
8879,,I have the fastest model ever.. yes you got it right it's Elantra,2014,Sedan,0.0,Pearl White,528,,14.0,,1.6,113000  kilometer,4,25889
10251,volkswagen,POLO,2015,sedan,4.0,Pearl White,629 pound,Gas,14.0,MANUAL,1.6,270000,2 bags,12544
15381,VOLKSWAGEN,Touareg,2003,JEEP,4.0,,-,Dies,10.0,auto,5.0 Turbo,170000  kilometer,6 bags,19757
14875,hyundai,I have the fastest model ever.. yes you got it right it's Sonata,2112,sedan,0.0,,10753,Electric Hybrid,4.0 cyl,AUTO,2.4,TOTAL 259184 km,0,251
8644,toyota,I own Highlander.,1911,jeep,4.0,,1172,Electric Hybrid,6.0,auto,3.5,342622 km,12 count,1568
8836,chevrolet,,2014,Jeep,,Crimson,1080 pound,Gas,6.0,auto,3.6,151358 km,12,627
14717,hyundai,I own H1.,3014,minivan,4.0,,777 pound,Dies,4.0,,2.5,TOTAL 120309 km,4[,30583
817,,I own Fusion.,2013,sedan,4.0,Pearl White,640$,Electric Hybrid,4.0,others,2,320554,0 count,3763
49,AUDI,Q7,2015,JEEP,3.0,Jet Black,1104,,6.0,auto,3,264014 km,ONLY 0 AIRBAG,862
13607,ford,Transit,2000,MICROBUS,3.0,Pearl White,-,Dies,0,manual,2.4 Turbo,1000  kilo,2,14113
2709,,,2014,Hatchback1,2.0,Pearl White,The car levy amounted is 1266 per vehicle.,,4.0,gear,1.5,122000 km,-94,8000
1052,toyota,Highlander,2008,jeep,3.0,Jet Black,1750 pound,Electric Hybrid,6.0,others,3.3,TOTAL 269013 km,12,549
6843,NISSAN,I own Juke.,2013,jeep,,,=,,4.0,auto,1.6 Turbo,75000 km,8 count,20385
4447,toyota,PRIUS,2010,,4.0,,761$,Electric Hybrid,4.0,auto,1.8,408997 KM,12 bags,470
7176,,Octavia Scout,2015,,,Charcoal,765 pound,Dies,0,others,2.0 Turbo,139000,10 bags,46101
2103,toyota,I have the fastest model ever.. yes you got it right it's Prius C,12years old,,0.0,Charcoal,-,Electric Hybrid,4.0,auto,1.5,174400 km,8 count,18189
3700,I love TOYOTA,I have the fastest model ever.. yes you got it right it's RAV 4,2015,jeep,,Tangerine,934$,Gas,4.0,others,2.5,73000 km,0  ,16308
9628,mercedes-benz,E 350,1911,Sedan4,5.0,,-8828,Dies,6.0,AUTO,3.5,223472,12,125
17008,toyota,I have the fastest model ever.. yes you got it right it's Cami,1-1-2000,JEEP,,Metallic,-,Gas,0,auto,1.3,114000 km,2,9095
1392,,I have the fastest model ever.. yes you got it right it's Crafter,,goods wagon,3.0,Pearl White,-,Dies,4.0 cyl,manual,2.5 Turbo,228000,2,22577
15408,MITSUBISHI,I have the fastest model ever.. yes you got it right it's Pajero IO,2001,JEEP,4.0,,-,Gas,4.0,R,2,130933 KM,1004,7524
13260,TOYOTA,I own Prius.,14years old,WOOW Sedan,0.0,Charcoal,761$,Electric Hybrid,14.0,auto,1.8,160000  kilo,8&,18503
7010,HYUNDAI,Santa FE,,sedan,,Sapphire Blue,The car levy amounted is 1275 per vehicle.,Gas,4.0,auto,2.4,22832  kilo,12 count,13799
12054,BMW,520,2001,SEDAN,2.0,Metallic,-,Dies,4.0,manual,2.0 Turbo,0 km,10,9408
4256,ford,,2015,sedan,2.0,Pearl White,595$,Gas,14.0,others,1.5,102506,6,21953
8886,hyundai,H1,"2017""",universal,0.0,Metallic,1249$,Dies,4.0,auto,2.5,168645 KM,4,37125
13744,BMW,I own X5.,2012,jeep,3.0,Pearl White,919$,Dies,6.0 cyl,others,0,103458 km,0 bags,8154
3552,I love TOYOTA,VENZA,2013@,JEEP,1.0,,-9166,Gas,4.0,R,2.7,177894  kilo,12#,941
995,Toyota,CHR,2018,JEEP,2.0,Pearl White,1079,Gas,4.0,R,2,38712 KM,12 count,9722
12000,Hyundai,,2015,JEEP,6.0,Pearl White,765,Dies,4.0 cyl,auto,2,88829  kilometer,ONLY 4 AIRBAG,48998
1518,Volkswagen,I own Jetta.,2012,sedan,1.0,Jet Black,781$,Gas,5.0,auto,2.5,220846 KM,ONLY 12 AIRBAG,392
2995,toyota,IST,2003,HATCHBACK,1.0,Pearl White,-,Gas,4.0,gear,1.5,146000 KM,5 count,25
14911,kia,,1-1-2014,sedan,,Metallic,+,Gas,4.0,R,2,TOTAL 40228 km,4',16778
17907,nissan,I have the fastest model ever.. yes you got it right it's Juke,2015,jeep,5.0,,629 pound,Gas,4.0,auto,1.6,TOTAL 87112 km,0,1411
5943,hyundai,I own Santa FE.,2013,,2.0,,640,Dies,4.0,R,2,207187 KM,4  ,33409
7611,bmw,,2015,,6.0,Pearl White,1578$,Gas,8.0,auto,4.4,92213  kilometer,1012,30734
2141,AUDI,A4,2014?,sedan,2.0,Charcoal,639,Gas,4.0,auto,2,42395  kilo,0,1254
17702,I love VOLKSWAGEN,Jetta,2014,SEDAN,2.0,Sapphire Blue,",",,4.0 cyl,gear,0,69248 km,12,941
554,Toyota,I own Prius.,2007,WOOW Hatchback,1.0,Sky Blue,988$,Electric Hybrid,4.0 cyl,auto,1.5,113000 km,8,9408
15679,volkswagen,my model which is Passat is the best,2013,sedan,,Sand,779 pound,Gas,6.0 cyl,others,2.5,106293 KM,12,17876
16233,Opel,I have the fastest model ever.. yes you got it right it's Astra,1999,,0.0,Jet Black,-,Gas,14.0,manual,1.6,167000  kilometer,2<,4704
3993,HONDA,FIT,2010,WOOW Hatchback,3.0,,-,Gas,4.0 cyl,others,1.3,0  kilo,4,12544
5621,Mercedes-Benz,my model which is ML 350 is the best,2004,jeep,1.0,,-,Gas,6.0,gear,3.5,149000 KM,2 bags,15053
1211,FORD is the best,Fiesta,2015,sedan,2.0,Crimson,-,,4.0,gear,1.6,56199 km,12 bags,16621
3003,mercedes-benz,E 350,2012,,0.0,Jet Black,&,Dies,6.0,others,3.5,128202,12,4861
9015,,I own 528.,,sedan,4.0,Jet Black,-,Gas,0,others,3,230000 KM,12,18189
8832,mitsubishi,I have the fastest model ever.. yes you got it right it's L 200,2006,pickup,3.0,,-,Dies,4.0,manual,2.5 Turbo,50000 KM,0#,19444
16754,Toyota,I have the fastest model ever.. yes you got it right it's Camry,2015,Sedan,2.0,,934,Gas,4.0 cyl,AUTO,0,86357 KM,12,20071
16237,CHEVROLET,I own Lacetti.,2009,sedan,7.0,Charcoal,966,Dies,4.0,auto,2,186836 KM,ONLY 4 AIRBAG,10092
15437,MERCEDES-BENZ is the best,I own GL 450.,2011,jeep,5.0,,The car levy amounted is 1514 per vehicle.,Gas,0,auto,4.6,217485  kilometer,ONLY 12 AIRBAG,1725
7252,MERCEDES-BENZ,GLE 350,2017,jeep,2.0,Jet Black,1714$,,6.0,R,3.5,95541 km,0',39201
16522,,I own Sonata.,2015,SEDAN,3.0,Metallic,765,other,4.0,auto,2,318677 km,4,15053
892,LEXUS,ES 300,,SEDAN,2.0,Charcoal,We were surprised by the hefty $394 levy on imported cars.,Electric Hybrid,4.0,auto,2.5,77000 km,12 count,46101
15056,toyota,PRIUS,2008,HATCHBACK,6.0,,843 pound,Electric Hybrid,4.0,,1.5,337600 KM,12,3920
15429,toyota,my model which is RAV 4 is the best,,jeep,0.0,,-,Dies,4.0 cyl,,2.2 Turbo,120000  kilo,13,25
15307,PEUGEOT,,2005,sedan,1.0,,-,Gas,4.0 cyl,manual,2,150023  kilometer,0,10976
15666,CHEVROLET,my model which is Malibu is the best,1-1-2014,sedan,1.0,Pearl White,_,,4.0,auto,2,120000 KM,4  ,22260
12117,,Aqua,2012,hatchback,2.0,Metallic,503 pound,Gas,0,,1.5,33395  kilo,4  ,21316
13309,jeep,Grand Cherokee,2005,JEEP,2.0,Jet Black,-,other,8.0,auto,4.7,2034 KM,12,19130
13028,VOLKSWAGEN is the best,Jetta,2015,SEDAN,5.0,Jet Black,697 pound,Gas,0,auto,1.8 Turbo,42000 km,6,19130
1137,NISSAN,,1998,HATCHBACK,0.0,Jet Black,-,Gas,14.0,others,1,157000 km,2(,2195
9692,audi,I have the fastest model ever.. yes you got it right it's Q7,1-1-2017,sedan,3.0,Jet Black,1481 pound,Gas,6.0 cyl,others,3,44642  kilometer,0,13328
15649,VOLKSWAGEN is the best,,21years old,,1.0,Sapphire Blue,-,other,4.0,R,1.4,220000  kilometer,4,9095
461,ford,Transit,1-1-2012,MICROBUS,3.0,,We were surprised by the hefty $697 levy on imported cars.,Dies,4.0 cyl,MANUAL,2.2 Turbo,141000 km,2*,23834
17670,hyundai,I own H1.,14years old,minivan,3.0,Jet Black,],Dies,14.0,R,2.5,45780 KM,"4""",26196
2047,toyota,I have the fastest model ever.. yes you got it right it's Highlander,2010|,jeep,-3.0,Sapphire Blue,11324,Electric Hybrid,6.0 cyl,others,3.3,300366  kilo,12 bags,14269
14879,subaru,Forester,2012,JEEP,2.0,,781$,Gas,4.0 cyl,others,0,148213 km,0 bags,549
6063,Kia,Optima,2014,SEDAN,4.0,Metallic,638$,Gas,0,,2,44768 km,4,16621
13208,,I have the fastest model ever.. yes you got it right it's Volt,1-1-2012,sedan,0.0,Ruby Red,I had to pay a substantial $475 levy on my new car purchase.,hyb,4.0,auto,1.4,140000  kilo,12  ,22580
1157,ford,,2010,Sedan4,6.0,,:,Electric Hybrid,0,others,2.5,68200  kilometer,ONLY 12 AIRBAG,14113
5923,mercedes-benz,C 300,2015,,4.0,Pearl White,|,Gas,14.0,gear,2,54739 km,12 bags,28852
5279,HYUNDAI,I have the fastest model ever.. yes you got it right it's Elantra SE,12years old,,2.0,Charcoal,586,,0,others,1.8,158000  kilo,10,12544
7893,hyundai,I have the fastest model ever.. yes you got it right it's H1,2016,,5.0,Metallic,:,Dies,4.0,gear,2.5,182541  kilometer,4,36231
17329,I love HYUNDAI,Santa FE,2013,jeep,,,640,Dies,4.0,AUTO,2,95000 KM,4  ,40983
7334,I love BMW,I have the fastest model ever.. yes you got it right it's X5,2011,jeep,2.0,Chocolate,1018,Dies,6.0,auto,3,213195  kilo,12,6272
12944,hyundai,,2116,,,Metallic,-,Gas,4.0,auto,1.6 Turbo,31000 km,6  ,19757
10999,toyota,my model which is Camry is the best,2012,Sedan,,Pearl White,781 pound,Electric Hybrid,4.0,,2.5,156518 km,12,3607
1322,hyundai,my model which is Tucson is the best,2011%,jeep,1.0,Charcoal,We were surprised by the hefty $707 levy on imported cars.,Dies,4.0,R,2,114000  kilometer,4(,21181
7466,I love HYUNDAI,,2012,sedan,5.0,Crimson,586,Gas,4.0 cyl,,1.8,199432  kilo,ONLY 12 AIRBAG,1646
7536,,I own Camry.,2019,SEDAN,3.0,Jet Black,607,Electric Hybrid,4.0,others,2.5,39552 KM,12,251
7113,I love DODGE,I have the fastest model ever.. yes you got it right it's Neon,2002,sedan,0.0,Crimson,-,Gas,4.0,others,2,104000  kilo,0-,4704
444,FORD,C-MAX,1-1-2012,hatchback,0.0,Metallic,642 pound,Electric Hybrid,4.0 cyl,others,2,128205  kilo,-90,17876
3382,TOYOTA,my model which is Camry is the best,2013,SEDAN,3.0,,779,Gas,4.0 cyl,auto,0,78082 km,12,21953
7228,mini,Cooper,1-1-2014,,3.0,,We were surprised by the hefty $528 levy on imported cars.,Gas,4.0 cyl,auto,0,TOTAL 68211 km,12~,1176
865,TOYOTA,CAMRY,10years old,SEDAN,5.0,Charcoal,394,Electric Hybrid,4.0,auto,2.5,115312,12,706
6969,chevrolet,Cruze,2014,,,Crimson,10473,,4.0 cyl,R,1.4 Turbo,TOTAL 147200 km,8:,10976
6806,fiat,,,Jeep4,0.0,,474 pound,Gas,0,others,1.4,135914,12,392
9452,MITSUBISHI,I have the fastest model ever.. yes you got it right it's Pajero IO,2098,JEEP,5.0,Emerald Green,-,Gas,4.0 cyl,,1.8,196000  kilo,"2,",9408
17068,Hyundai,my model which is Elantra is the best,2014,sedan,5.0,,528$,Gas,4.0 cyl,,1.6,92800 km,8@,14426
8457,HYUNDAI,,,sedan,,Charcoal,640,Gas,4.0,auto,0,TOTAL 162000 km,ONLY 4 AIRBAG,16443
16566,bmw,I own X5.,1-1-2001,,3.0,,-,,0,auto,4.4,115000,ONLY 5 AIRBAG,14113
14170,Volkswagen,Tiguan,2013,Jeep1,2.0,Metallic,640,Gas,4.0,auto,2.0 Turbo,95000 km,ONLY 12 AIRBAG,17249
9556,Mini,I own Countryman.,1913,Jeep3,3.0,Jet Black,530,Gas,4.0,MANUAL,1.6,132678 km,10,18033
5748,FORD,,2013,Sedan2,2.0,Jet Black,I had to pay a substantial $1055 levy on my new car purchase.,Gas,4.0 cyl,,0,TOTAL 101093 km,ONLY 4 AIRBAG,29965
9632,HONDA,my model which is FIT is the best,1-1-2013,,5.0,,447,Gas,14.0,auto,0,TOTAL 68614 km,ONLY 4 AIRBAG,17813
4597,TOYOTA is the best,I have the fastest model ever.. yes you got it right it's Camry,12years old,sedan,-1.0,Pearl White,-,Electric Hybrid,4.0 cyl,others,2.5,78560 km,12  ,24775
17271,Toyota,I own Highlander.,,Jeep0,3.0,Jet Black,1058$,Gas,6.0,auto,3.5,140966 km,12,23521
5481,VAZ,I have the fastest model ever.. yes you got it right it's 2121 (Niva),2014,Jeep3,2.0,Emerald Green,556,Gas,14.0,gear,1.7,35000  kilometer,-98,18503
11310,FORD is the best,Mustang,2011,,,Crimson,800 pound,Gas,4.0,auto,2.3,99971 km,4_,44228
13721,TOYOTA is the best,,2012,Sedan3,0.0,Jet Black,836$,Gas,4.0 cyl,others,2.7,394069 KM,12 bags,627
7871,Honda,my model which is FIT is the best,2007$,WOOW Hatchback,4.0,Charcoal,-,Gas,4.0 cyl,others,1.3,150000,4,45
11508,HONDA,I own Cr-v.,1-1-2011,WOOW Jeep,1.0,Sapphire Blue,831$,Gas,4.0 cyl,AUTO,2.4,TOTAL 180000 km,6 bags,19444
7345,,TRANSIT,,microbus,2.0,Pearl White,-,Dies,4.0,manual,2.5 Turbo,200000  kilo,ONLY 2 AIRBAG,21953
16164,volkswagen,JETTA,2012,Sedan,1.0,Charcoal,],Gas,14.0,,2.5,164800  kilometer,12,8075
